customer_id,name,age,gender,country,signup_date,tenure_months,monthly_spend,num_purchases,satisfaction_score,loyalty_tier,churn_risk,last_purchase_days
5072,Carol,27.0,Female,Canada,2020-11-09,47.0,180.36,4.0,1.0,Silver,High,289.0
5073,Eve,53.0,Female,USA,2020-04-29,81.0,367.98,,4.0,Gold,Low,14.0
5074,Bob,31.0,FEMALE,UK,2022-09-07,93.0,273.8,9.0,4.0,Platinum,Low,3.0
5075,Dave,48.0,Female,UK,2024-02-13,46.0,228.33,6.0,3.0,Silver,Low,7.0
5076,Dave,32.0,Other,France,2023-02-17,14.0,179.72,5.0,,Bronze,High,278.0
5077,Dave,25.0,Other,USA,2021-12-10,50.0,149.35,3.0,2.0,,Medium,45.0
5078,Bob,31.0,FEMALE,Canada,2020-05-15,20.0,88.64,3.0,5.0,Bronze,Low,51.0
5079,Dave,40.0,Male,Germany,2023-01-05,50.0,244.74,4.0,5.0,Silver,Low,11.0
5080,Frank,57.0,male,Australia,2023-10-09,112.0,356.13,8.0,4.0,Platinum,Low,33.0
5081,Hank,38.0,,Germany,2022-12-17,33.0,200.79,6.0,2.0,Silver,High,310.0
5082,Grace,33.0,Female,USA,2022-07-24,119.0,279.16,8.0,4.0,Platinum,Low,45.0
5083,Bob,62.0,Male,Germany,2023-01-14,59.0,384.95,7.0,1.0,Silver,High,281.0
5084,Carol,35.0,FEMALE,Germany,2020-01-01,43.0,186.43,8.0,2.0,Silver,Medium,49.0
5085,Alice,64.0,Female,Germany,2020-03-17,79.0,338.9,7.0,2.0,Gold,Medium,41.0
5086,Bob,41.0,Female,France,2022-08-18,12.0,209.89,5.0,2.0,Bronze,High,76.0
5087,Bob,43.0,Other,France,2024-03-25,40.0,170.17,8.0,5.0,Silver,Low,51.0
5088,Bob,42.0,Male,USA,2024-01-07,118.0,280.47,3.0,3.0,Platinum,Low,23.0
5089,Bob,62.0,Male,USA,2021-08-03,20.0,285.05,4.0,3.0,Bronze,Medium,23.0
5090,Bob,58.0,Female,Germany,2020-05-27,94.0,342.75,9.0,5.0,Platinum,Low,29.0
5091,Carol,46.0,Female,USA,2021-07-27,38.0,199.93,1.0,5.0,Silver,Low,6.0
5092,Alice,32.0,male,USA,2024-03-28,3.0,180.67,1.0,5.0,Bronze,Low,39.0
5093,Carol,62.0,Female,UK,2020-07-04,28.0,237.4,8.0,3.0,Bronze,Low,5.0
5094,Frank,18.0,male,Germany,2024-08-27,56.0,174.27,4.0,4.0,Silver,Low,32.0
5095,Bob,42.0,Male,USA,2021-06-05,90.0,266.19,11.0,5.0,Gold,Low,40.0
5096,Bob,24.0,Female,Canada,2024-11-29,,,5.0,4.0,Platinum,Low,26.0
5097,Alice,26.0,Male,USA,2020-06-10,13.0,214.1,5.0,4.0,Bronze,Low,14.0
5098,Dave,41.0,Female,USA,2023-08-06,77.0,195.45,6.0,1.0,Gold,High,297.0
5099,Grace,18.0,male,UK,2023-12-15,66.0,208.63,6.0,3.0,Gold,Low,21.0
5100,Alice,61.0,Male,USA,2020-07-14,37.0,331.33,8.0,4.0,Silver,Low,59.0
5101,Eve,25.0,male,France,2020-02-03,49.0,177.43,3.0,3.0,Silver,Low,25.0
5102,Frank,41.0,Male,France,2024-08-22,102.0,269.45,7.0,3.0,Platinum,Low,20.0
5103,Eve,28.0,Male,Germany,2024-06-08,66.0,254.05,9.0,1.0,Gold,High,291.0
5104,Hank,34.0,Male,USA,2024-05-12,36.0,256.08,8.0,3.0,Silver,Low,3.0
5105,Grace,25.0,,UK,2021-02-11,54.0,250.53,5.0,4.0,Silver,Low,22.0
5106,Alice,52.0,Male,USA,2024-12-05,26.0,263.3,5.0,2.0,Bronze,High,277.0
5107,Carol,52.0,Female,USA,2023-08-13,75.0,323.4,7.0,4.0,Gold,Low,46.0
5108,Frank,50.0,Female,UK,2021-06-20,72.0,263.05,4.0,4.0,Gold,Low,57.0
5109,Hank,22.0,Male,Germany,2020-02-05,108.0,321.26,8.0,3.0,Platinum,Low,46.0
5110,Grace,59.0,Female,USA,2023-07-11,40.0,327.5,10.0,4.0,Silver,Low,29.0
5111,Bob,56.0,Female,USA,2023-11-06,43.0,,5.0,2.0,Silver,Medium,7.0
5112,Carol,58.0,FEMALE,Australia,2020-04-23,22.0,275.22,10.0,3.0,Bronze,Medium,6.0
5113,Grace,45.0,Male,UK,2024-06-28,20.0,247.64,10.0,5.0,Bronze,Low,59.0
5114,Dave,24.0,Male,Australia,2021-08-27,8.0,178.11,5.0,4.0,Bronze,Low,6.0
5115,Eve,26.0,Female,Australia,2024-06-12,29.0,167.75,6.0,4.0,Bronze,Low,12.0
5116,Eve,25.0,Female,UK,2021-03-18,40.0,142.12,2.0,1.0,Silver,High,285.0
5117,Alice,29.0,Female,USA,2023-04-01,90.0,246.89,5.0,,Gold,Low,47.0
5118,Grace,51.0,FEMALE,Germany,2020-02-07,30.0,197.64,7.0,5.0,Bronze,Low,26.0
5119,Grace,50.0,male,USA,2020-04-01,81.0,318.95,7.0,2.0,Gold,Medium,25.0
5120,Dave,40.0,Male,USA,2021-09-22,84.0,283.66,10.0,5.0,Gold,Low,19.0
5121,Eve,41.0,Female,Germany,2024-10-12,116.0,454.25,14.0,1.0,Platinum,Medium,36.0
5122,Frank,54.0,Other,UK,2021-11-02,,339.23,10.0,2.0,Silver,Medium,35.0
5123,Bob,52.0,FEMALE,USA,2020-04-10,16.0,278.48,5.0,5.0,Bronze,Low,13.0
5124,Alice,61.0,Male,Canada,2021-05-21,46.0,325.57,8.0,2.0,Silver,Medium,25.0
5125,Alice,57.0,Female,Germany,2020-06-27,62.0,295.63,9.0,5.0,Gold,Low,48.0
5126,Hank,39.0,male,USA,2020-10-10,107.0,313.73,,5.0,Platinum,Low,
5127,Carol,44.0,Female,USA,2020-12-20,7.0,183.31,4.0,5.0,Bronze,Low,32.0
5128,Alice,52.0,Female,USA,2023-08-13,80.0,335.41,10.0,4.0,Gold,Low,30.0
5129,Dave,18.0,FEMALE,UK,2024-04-07,45.0,190.96,4.0,5.0,Silver,Low,21.0
5130,Alice,52.0,male,Germany,2021-05-02,59.0,294.54,6.0,4.0,Silver,Low,42.0
5131,Alice,,Male,Germany,2022-10-02,111.0,363.97,5.0,3.0,Platinum,Low,45.0
5132,Dave,64.0,Male,Canada,2020-10-05,56.0,296.29,7.0,1.0,Silver,High,104.0
5133,Dave,31.0,Female,USA,2021-06-27,48.0,145.37,5.0,2.0,Silver,Medium,44.0
5134,Eve,20.0,FEMALE,USA,2021-10-11,27.0,214.67,4.0,2.0,Bronze,High,305.0
5135,Frank,18.0,FEMALE,USA,2024-06-04,53.0,293.78,7.0,3.0,Silver,Low,41.0
5136,Frank,22.0,Other,USA,2022-07-19,87.0,306.47,7.0,5.0,Gold,Low,42.0
5137,Dave,43.0,Female,USA,2020-12-20,88.0,248.05,5.0,1.0,Gold,High,315.0
5138,Frank,31.0,Male,UK,2023-09-04,73.0,291.85,9.0,3.0,Gold,Low,3.0
5139,Carol,56.0,Female,USA,2020-07-13,35.0,321.69,11.0,3.0,Silver,Low,37.0
5140,Dave,44.0,Female,Germany,2022-03-14,51.0,238.33,8.0,2.0,Silver,Medium,3.0
5141,Dave,26.0,Female,Germany,2020-04-02,84.0,278.45,6.0,4.0,Gold,Low,18.0
5142,Carol,32.0,Female,Canada,2021-03-08,37.0,178.68,8.0,4.0,Silver,Low,51.0
5143,Bob,32.0,Female,USA,2021-07-11,106.0,381.45,12.0,5.0,Platinum,Low,42.0
5144,Alice,43.0,FEMALE,France,2022-11-16,81.0,318.77,7.0,5.0,Gold,Low,9.0
5145,Dave,59.0,Male,Australia,2023-12-09,111.0,347.64,7.0,3.0,Platinum,Low,57.0
5146,Eve,30.0,Other,USA,2020-06-10,95.0,315.99,10.0,5.0,Platinum,Low,24.0
5147,Carol,49.0,Female,Germany,2020-04-10,119.0,428.44,11.0,4.0,Platinum,Low,7.0
5148,Hank,56.0,Other,France,2021-11-29,57.0,313.41,6.0,1.0,Silver,High,176.0
5149,Eve,49.0,Female,UK,2024-02-05,8.0,232.97,6.0,2.0,Bronze,High,243.0
5150,Hank,21.0,Male,USA,2024-09-25,79.0,228.01,5.0,4.0,Gold,Low,42.0
5151,Eve,47.0,Male,,2020-06-06,95.0,276.79,5.0,5.0,Platinum,Low,34.0
5152,Bob,54.0,Male,UK,2021-05-06,117.0,379.91,12.0,2.0,Platinum,Low,38.0
5153,Hank,40.0,Male,UK,2022-07-07,94.0,337.15,10.0,2.0,Platinum,Low,58.0
5154,Hank,56.0,Other,Australia,2022-10-29,110.0,376.6,11.0,3.0,Platinum,Low,21.0
5155,Dave,62.0,Male,Germany,2023-05-20,20.0,306.04,9.0,5.0,Bronze,Low,38.0
5156,Bob,32.0,Female,USA,2024-01-02,103.0,280.89,5.0,3.0,Platinum,Low,56.0
5157,Bob,60.0,Male,Canada,2022-04-03,53.0,293.17,6.0,2.0,Silver,Medium,40.0
5158,Grace,46.0,Female,Canada,2021-11-09,119.0,408.06,13.0,3.0,Platinum,Low,58.0
5159,Alice,53.0,Other,USA,2022-02-24,12.0,238.09,6.0,5.0,Bronze,Low,18.0
5160,Eve,30.0,Male,UK,2022-09-18,49.0,192.91,2.0,4.0,Silver,Low,39.0
5161,Frank,49.0,Female,France,2020-04-20,17.0,274.19,7.0,1.0,Bronze,High,148.0
5162,Bob,24.0,male,Canada,2022-04-20,64.0,183.56,6.0,4.0,Gold,Low,33.0
5163,Frank,39.0,Male,USA,2020-07-21,42.0,193.65,6.0,2.0,Silver,Medium,28.0
5164,Frank,45.0,Other,USA,2024-11-18,94.0,184.53,3.0,4.0,Platinum,Low,56.0
5165,Carol,19.0,Male,UK,2022-12-24,29.0,,7.0,3.0,Bronze,Low,25.0
5166,Dave,59.0,Male,UK,2024-10-04,19.0,320.94,5.0,5.0,Bronze,Low,14.0
5167,Grace,62.0,Female,USA,2023-03-30,110.0,297.39,8.0,,Platinum,Low,55.0
5168,Eve,23.0,Male,Canada,2021-02-17,11.0,87.9,6.0,4.0,Bronze,Low,20.0
5169,Eve,45.0,male,USA,2024-07-26,98.0,353.95,10.0,5.0,Platinum,Low,39.0
5170,Dave,45.0,Male,USA,2021-11-20,50.0,147.76,5.0,3.0,Silver,Low,20.0
5171,Bob,61.0,Male,UK,2024-09-24,71.0,313.97,6.0,1.0,Gold,High,77.0
5172,,61.0,Female,USA,2020-09-22,108.0,452.04,12.0,4.0,Platinum,Low,4.0
5173,Eve,37.0,Female,France,2021-07-25,58.0,350.15,9.0,2.0,Silver,Medium,
5174,Carol,47.0,Other,USA,2020-07-23,34.0,256.51,4.0,3.0,Silver,Low,30.0
5175,Frank,28.0,Male,Canada,2024-08-17,20.0,117.68,5.0,3.0,Bronze,Medium,57.0
5176,Eve,45.0,male,UK,2021-08-06,50.0,211.99,4.0,4.0,Silver,Low,37.0
5177,Bob,42.0,FEMALE,UK,2023-03-25,102.0,336.25,7.0,5.0,Platinum,Low,55.0
5178,Hank,56.0,Female,Germany,2020-06-21,88.0,364.05,10.0,4.0,Gold,Low,59.0
5179,Alice,50.0,Other,UK,2020-11-03,10.0,307.9,7.0,4.0,Bronze,Low,56.0
5180,Eve,18.0,Female,Germany,2021-03-25,32.0,200.54,5.0,5.0,Silver,Low,21.0
5181,Dave,44.0,Male,UK,2020-03-02,52.0,264.21,6.0,,Silver,Medium,1.0
5182,Carol,30.0,Male,Canada,2023-10-28,15.0,145.74,6.0,5.0,,Low,52.0
5183,Grace,58.0,Male,Germany,2024-01-23,101.0,526.24,11.0,4.0,Platinum,Low,3.0
5184,Frank,20.0,FEMALE,,2021-04-19,84.0,267.33,6.0,1.0,Gold,High,229.0
5185,Frank,56.0,Male,Canada,2023-11-05,3.0,189.06,6.0,5.0,Bronze,Low,7.0
5186,Dave,23.0,Female,Germany,2024-10-06,37.0,163.27,2.0,2.0,Silver,Medium,6.0
5187,Hank,25.0,Male,Australia,2024-05-14,40.0,141.13,1.0,5.0,Silver,Low,6.0
5188,Carol,44.0,Female,UK,2020-03-26,72.0,169.77,5.0,5.0,,Low,34.0
5189,Eve,26.0,Male,Canada,2023-03-12,40.0,203.63,7.0,3.0,Silver,Low,32.0
5190,Hank,54.0,,USA,2022-10-27,108.0,463.12,14.0,3.0,Platinum,Low,16.0
5191,Alice,50.0,Male,UK,2020-10-21,56.0,202.47,5.0,4.0,Silver,Low,38.0
5192,Alice,59.0,male,UK,2024-09-10,23.0,264.26,5.0,4.0,Bronze,Low,8.0
5193,,61.0,male,France,2022-01-08,104.0,353.65,9.0,5.0,Platinum,Low,21.0
5194,Hank,41.0,Female,UK,2024-03-22,11.0,215.58,7.0,1.0,Bronze,High,165.0
5195,Grace,32.0,Male,Germany,2024-08-02,110.0,302.38,8.0,4.0,Platinum,Low,11.0
5196,Dave,49.0,Male,USA,2021-06-09,64.0,225.0,8.0,5.0,Gold,Low,50.0
5197,Dave,49.0,male,UK,2020-02-03,8.0,159.94,2.0,5.0,Bronze,Low,23.0
5198,Bob,41.0,Male,France,2022-01-21,93.0,270.98,5.0,5.0,Platinum,Low,6.0
5199,Dave,58.0,Male,USA,2023-09-14,94.0,432.22,13.0,5.0,Platinum,Low,46.0
5200,Dave,29.0,Female,USA,2024-06-20,56.0,285.66,4.0,5.0,Silver,Low,15.0
5201,Alice,56.0,Male,UK,2022-02-18,60.0,292.43,6.0,3.0,Silver,Low,11.0
5202,Dave,19.0,Male,Germany,2021-09-29,10.0,183.39,3.0,2.0,Bronze,High,90.0
5203,Dave,20.0,Female,UK,2022-11-23,39.0,159.84,1.0,2.0,Silver,Medium,15.0
5204,Frank,,Female,UK,2022-03-05,28.0,237.67,6.0,5.0,Bronze,Low,45.0
5205,Dave,34.0,Male,Canada,2021-02-09,49.0,228.36,7.0,4.0,Silver,Low,38.0
5206,Grace,19.0,Female,USA,2022-11-07,36.0,175.24,5.0,1.0,Silver,High,82.0
5207,Carol,19.0,Female,Germany,2023-12-24,13.0,98.73,4.0,5.0,Bronze,Low,14.0
5208,Dave,45.0,Other,USA,2021-03-03,96.0,330.09,11.0,1.0,Platinum,Medium,45.0
5209,Eve,40.0,Male,UK,2022-07-02,36.0,,6.0,3.0,Silver,Low,10.0
5210,Bob,54.0,Female,Canada,2020-10-19,101.0,369.98,15.0,2.0,Platinum,Low,57.0
5211,Dave,49.0,Female,France,2021-08-02,26.0,238.14,5.0,3.0,Bronze,Low,54.0
5212,Frank,50.0,Female,,2024-11-07,86.0,353.71,8.0,4.0,Gold,Low,
5213,Dave,18.0,Male,Germany,2023-01-08,4.0,143.34,2.0,4.0,Bronze,Low,12.0
5214,Hank,36.0,Male,UK,2023-01-14,95.0,297.37,9.0,,Platinum,Low,56.0
5215,Eve,19.0,male,USA,2024-05-14,82.0,206.29,5.0,4.0,Gold,Low,40.0
5216,Bob,61.0,Male,USA,2020-02-17,64.0,338.46,8.0,,Gold,Low,20.0
5217,Dave,43.0,Female,France,2024-09-10,38.0,156.3,3.0,3.0,Silver,Low,37.0
5218,Grace,49.0,FEMALE,France,2020-03-24,88.0,318.48,8.0,1.0,Gold,High,349.0
5219,Frank,23.0,Female,Australia,2021-08-29,87.0,125.92,3.0,2.0,Gold,Low,20.0
5220,Hank,49.0,Female,USA,2020-11-03,22.0,146.21,3.0,4.0,Bronze,Low,12.0
5221,Frank,21.0,Male,UK,2020-09-08,2.0,24.69,1.0,4.0,Bronze,Low,38.0
5222,Alice,28.0,FEMALE,Canada,2024-02-13,31.0,232.87,8.0,3.0,Silver,Low,30.0
5223,Alice,34.0,Female,Germany,2020-06-28,119.0,331.2,8.0,2.0,Platinum,Low,47.0
5224,Frank,55.0,Female,Canada,2024-06-07,11.0,168.4,5.0,3.0,Bronze,Medium,18.0
5225,Bob,41.0,Female,Germany,2023-08-26,92.0,,7.0,1.0,Platinum,High,325.0
5226,Eve,22.0,male,UK,2021-03-01,46.0,234.43,5.0,3.0,Silver,Low,10.0
5227,Grace,51.0,Other,USA,2024-02-18,96.0,372.42,7.0,2.0,Platinum,Low,7.0
5228,Eve,23.0,Male,USA,2024-08-12,62.0,,9.0,2.0,Gold,Medium,42.0
5229,Dave,39.0,Female,USA,2020-02-08,69.0,282.12,10.0,4.0,Gold,Low,5.0
5230,Frank,28.0,Female,UK,2023-07-26,64.0,275.07,8.0,1.0,Gold,High,312.0
5231,Bob,33.0,Male,USA,2022-03-26,102.0,278.54,11.0,5.0,Platinum,Low,29.0
5232,Frank,150.0,male,USA,2021-09-16,10.0,216.49,7.0,4.0,Bronze,Low,51.0
5233,Frank,26.0,Male,Canada,2021-01-10,40.0,175.14,4.0,3.0,Silver,Low,35.0
5234,Dave,23.0,Female,France,2024-07-20,110.0,203.33,6.0,3.0,Platinum,Low,39.0
5235,Carol,33.0,Male,France,2020-02-10,24.0,230.83,8.0,2.0,Bronze,High,189.0
5236,Grace,46.0,Male,USA,2024-08-20,99.0,439.36,9.0,2.0,Platinum,Low,12.0
5237,Dave,20.0,Female,USA,2024-10-07,44.0,132.31,1.0,2.0,Silver,Medium,10.0
5238,Alice,37.0,FEMALE,USA,2020-02-16,112.0,377.13,10.0,5.0,Platinum,Low,37.0
5239,Hank,53.0,Female,Australia,2024-02-16,60.0,256.9,5.0,5.0,Silver,Low,2.0
5240,Grace,36.0,Male,UK,2020-07-03,62.0,257.64,2.0,4.0,Gold,Low,3.0
5241,Eve,43.0,Female,USA,2020-03-12,87.0,384.9,7.0,5.0,Gold,Low,14.0
5242,Dave,20.0,Male,France,2021-07-22,17.0,109.48,2.0,2.0,Bronze,High,180.0
5243,Hank,36.0,Male,UK,2024-11-09,65.0,254.77,6.0,4.0,Gold,Low,20.0
5244,Grace,37.0,Male,France,2021-07-27,119.0,249.42,6.0,4.0,Platinum,Low,45.0
5245,Eve,49.0,Male,USA,2020-12-07,95.0,306.29,12.0,1.0,Platinum,High,298.0
5246,Frank,24.0,Female,UK,2021-07-22,,169.19,4.0,5.0,Platinum,Low,52.0
5247,Carol,58.0,Female,UK,2022-08-21,106.0,404.46,11.0,3.0,Platinum,Low,4.0
5248,Bob,50.0,Male,,2023-06-20,57.0,327.08,5.0,3.0,Silver,Low,51.0
5249,Carol,57.0,Other,France,2020-11-23,55.0,292.42,7.0,1.0,Silver,High,204.0
5250,Carol,56.0,Male,Canada,2024-07-17,106.0,391.29,,2.0,Platinum,Low,47.0
5251,Frank,35.0,FEMALE,USA,2020-06-01,53.0,218.21,3.0,1.0,Silver,High,71.0
5252,Bob,57.0,Female,UK,2023-07-02,56.0,342.03,7.0,2.0,Silver,Medium,9.0
5253,Grace,18.0,Male,Australia,2021-12-29,98.0,257.47,7.0,5.0,Platinum,Low,3.0
5254,Eve,28.0,FEMALE,Canada,2023-12-18,9.0,48.22,1.0,5.0,Bronze,Low,2.0
5255,Carol,45.0,,Germany,2020-08-19,22.0,265.0,6.0,4.0,Bronze,Low,39.0
5256,Carol,42.0,Female,UK,2024-04-01,13.0,176.02,5.0,4.0,Bronze,Low,41.0
5257,Dave,40.0,Male,UK,2024-06-03,89.0,239.98,10.0,4.0,Gold,Low,54.0
5258,Carol,48.0,Other,UK,2024-02-28,48.0,244.05,6.0,4.0,Silver,Low,30.0
5259,Dave,47.0,Female,Germany,2020-06-24,18.0,122.9,7.0,3.0,Bronze,Medium,37.0
5260,Frank,59.0,Male,France,2021-07-04,115.0,337.01,5.0,4.0,Platinum,Low,17.0
5261,Eve,52.0,Male,UK,2020-05-22,76.0,327.15,8.0,4.0,Gold,Low,3.0
5262,Frank,,Other,UK,2020-01-17,40.0,193.34,4.0,4.0,Silver,Low,9.0
5263,Frank,33.0,Male,USA,2020-09-05,17.0,189.82,4.0,2.0,Bronze,High,338.0
5264,Grace,43.0,Male,USA,2022-11-24,15.0,201.66,6.0,4.0,Bronze,Low,9.0
5265,Bob,19.0,Female,Australia,2022-03-11,106.0,231.36,5.0,1.0,Platinum,Medium,56.0
5266,,18.0,male,USA,2022-09-26,15.0,123.78,1.0,4.0,Bronze,Low,17.0
5267,Dave,29.0,Male,Germany,2022-09-25,79.0,,3.0,4.0,Gold,Low,24.0
5268,Frank,22.0,Male,Germany,2020-05-25,63.0,129.21,5.0,3.0,Gold,Low,8.0
5269,Frank,54.0,male,Germany,2022-07-14,119.0,351.88,6.0,4.0,Platinum,Low,53.0
5270,Eve,49.0,Male,Australia,2021-12-27,39.0,299.98,9.0,2.0,Silver,Medium,14.0
